-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,61,61,61,61,61,61,71,-1,-1,2,2,2,-1
-1,61,61,61,61,61,61,71,-1,-1,2,2,2,-1
-1,61,61,61,61,61,61,71,-1,-1,2,2,2,-1
-1,61,61,61,61,61,61,71,-1,-1,2,2,2,-1
-1,61,61,61,61,61,61,71,71,-1,-1,2,2,-1
-1,61,61,61,61,61,61,61,61,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,41,41,41,41,41,-1,51,51,51,51,51,51,-1
-1,41,41,41,41,41,-1,51,51,51,51,51,51,-1
-1,41,41,41,41,41,-1,51,51,51,51,51,51,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1
-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1
-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1
-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1
-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
