-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4339,4342,4112,4112,4491,4341,4112,4114,4493,4113,4188,4494,4494
-1,4340,4492,4265,4265,4187,4111,4264,4339,4187,4340,4114,4112,-1
-1,4112,4265,4339,4112,4114,4112,4339,4188,4339,4188,4492,4112,-1
-1,4111,4494,4112,4112,4342,4114,4340,4112,4494,4264,4113,4339,-1
-1,4265,4114,4113,4187,4112,4265,4112,4341,4491,4112,4491,4493,-1
-1,4114,4340,4341,4265,4111,4187,4187,4342,4341,4187,4265,4264,-1
-1,4491,4112,4111,4264,-1,-1,-1,4265,4493,4340,4188,4493,-1
-1,4187,4491,4112,4187,4340,-1,4114,4112,4112,4494,4265,4341,-1
-1,4492,4340,4342,4264,4492,4265,4494,4342,4187,4187,4265,4112,-1
-1,4342,4492,4187,4340,4113,4493,4265,4114,4187,4264,4265,4342,-1
-1,4114,4491,4340,4112,4264,4114,4112,4339,4265,4112,4111,4493,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
